SZN,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,1DRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,DB,YDS(t),CPOE,EPA/DB,YPG(t),paYPG,ruYPG,RYOE,EXPLSV%,recYPG,AY/Tgt,AY%,RZ Tgt,10+ Tgt,Quick Tgt,EZ Tgt,FPOE(t),FPOE,PROJ,CSTY%,CL
2025,4037,Chris Godwin,WR,29.8,TB,78,79,81,83,66.5,50,9,9,6,605,428,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,33,154,1,19,2,51,206,360,10.9,7.1,0,0,0,360,0,0,0,0,70.7%,NA,NA,NA,0,NA,21,51,0.412,2.3,260,9.1%,1.38,0.073,0,NA,NA,NA,NA,NA,NA,360,NA,NA,40.0,0.0,0.0,NA,NA,40.0,7.8,9.1%,7,16,30,4,-0.3,-0.3,91.7,22.0%,16.2
2025,12547,Kyle Williams,WR,23.1,NE,113,106,96,49.2,44.2,39.2,17,17,0,1035,309,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,10,130,1,4,3,21,79,209,20.9,10.0,2,0,0,212,0,0,3,1.5,29.9%,NA,NA,NA,0,NA,7,23,0.304,0.4,178,4.2%,1.17,0.022,0,NA,NA,NA,NA,NA,NA,212,NA,NA,12.5,0.0,0.2,NA,NA,12.3,17.4,8.3%,0,14,6,1,0.6,0.8,35.9,12.0%,12.4
2025,5844,T.J. Hockenson,TE,28.4,MIN,26,26,29,112.8,87.3,61.8,15,15,15,880,691,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,51,224,3,19,3,66,214,438,8.6,6.6,1,0,0,438,0,0,0,0,78.5%,NA,0.00,NA,0,NA,22,67,0.328,1.5,398,13.6%,1.10,0.048,0,NA,NA,NA,NA,NA,NA,438,NA,NA,29.2,0.0,0.0,NA,NA,29.2,4.8,8.3%,11,10,23,3,-1.3,-1.6,125.3,13.0%,12.8
2025,6806,J.K. Dobbins,RB,27.0,DEN,43,41,37,115.9,110.4,104.9,17,10,9,669,340,0,0.0%,0,0,0,0,0,0,0.00,772,0,0,0,0.00,0.00,11,-19,1,0,0,14,56,37,3.4,2.6,153,9,33,809,4,538,772,5.05,50.8%,32,3.52,0.209,37,0.561,37,167,0.222,3.7,113,2.3%,0.33,0.000,0,NA,NA,NA,NA,NA,NA,809,NA,NA,80.9,0.0,77.2,264,13.73%,3.7,NA,NA,NA,NA,NA,NA,-1.4,-1.0,116.3,50.0%,15.4
2025,6783,Jerry Jeudy,WR,26.6,CLE,52,53,56,120.7,95.7,70.7,17,17,16,1031,875,1,0.0%,0,0,0,0,0,0,0.00,5,0,0,0,0.00,0.00,50,436,10,29,2,106,166,602,12.0,5.7,1,0,1,607,0,0,5,5,84.9%,NA,NA,NA,1,NA,32,107,0.299,1.9,585,19.0%,1.03,0.050,0,NA,NA,NA,NA,NA,NA,607,NA,NA,35.7,0.0,0.3,NA,NA,35.4,11.9,36.5%,9,62,41,6,-3.0,-2.8,164.1,12.0%,16.0
2025,8676,Rashid Shaheed,WR,27.3,SEA,39,39,39,156.6,127.1,97.6,18,18,13,1162,705,2,0.0%,0,0,0,0,0,0,0.00,69,0,0,0,0.00,0.00,59,510,0,27,2,92,177,687,11.6,7.5,9,0,3,756,0,0,69,7.67,60.7%,NA,NA,NA,3,NA,32,101,0.317,1.8,477,19.1%,1.44,0.057,0,NA,NA,NA,NA,NA,NA,756,NA,NA,42.0,0.0,3.8,NA,NA,38.2,11.5,28.1%,9,45,47,4,-0.7,-0.5,165.0,28.0%,17.8
2025,2216,Mike Evans,WR,32.3,SF,76,77,76,84.8,69.8,54.8,14,8,8,546,357,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,30,331,2,20,3,61,37,368,12.3,6.0,0,0,0,368,0,0,0,0,65.4%,NA,NA,NA,0,NA,23,61,0.377,2.9,227,11.1%,1.62,0.088,0,NA,NA,NA,NA,NA,NA,368,NA,NA,46.0,0.0,0.0,NA,NA,46.0,13.6,19.3%,9,41,33,7,-3.9,-2.2,100.2,50.0%,15.5
2025,12535,Isaac TeSlaa,WR,23.8,DET,82,78,68,75.9,67.9,59.9,17,17,3,1026,392,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,16,184,0,8,6,27,55,239,14.9,8.9,0,0,0,239,0,0,0,0,38.2%,NA,NA,NA,0,NA,14,27,0.519,0.8,292,4.6%,0.82,0.027,0,NA,NA,NA,NA,NA,NA,239,NA,NA,14.1,0.0,0.0,NA,NA,14.1,14.6,10.5%,11,20,16,10,1.0,1.5,55.9,12.0%,13.5
2025,9506,Sean Tucker,RB,24.1,TB,52,48,46,91.4,87.4,83.4,17,15,0,1134,177,2,0.0%,0,0,0,0,0,0,0.00,320,0,0,0,0.00,0.00,8,-15,1,0,1,11,49,34,4.3,3.1,86,5,15,354,7,227,320,3.72,15.6%,15,2.64,0.174,22,0.438,23,97,0.237,1.6,54,2.0%,0.63,0.000,0,NA,NA,NA,NA,NA,NA,354,NA,NA,25.3,0.0,22.9,55,8.14%,2.4,NA,NA,NA,NA,NA,NA,0.9,1.3,79.2,7.0%,17.7
2025,7527,Mac Jones,QB,27.2,SF,31,31,31,136.04,136.04,136.04,17,11,8,1123,546,4,69.6%,1194,289,201,94,88,6,97.40,2211,16,13,2151,7.44,10.70,0,0,0,0,0,0,0,0,0.0,0.0,36,1,11,60,0,0,60,1.67,48.6%,NA,NA,NA,11,NA,118,325,0.363,10.7,NA,NA,NA,NA,107,37.0%,2.71,5.5%,28.8%,7.00,313,2211,3%,0.07,201.0,195.5,5.5,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.5,2.2,115.1,36.0%,22.7
2025,12492,Pat Bryant,WR,23.0,DEN,85,85,86,74.8,59.3,43.8,15,15,7,941,436,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,31,231,3,21,1,49,147,378,12.2,7.7,0,0,0,378,0,0,0,0,46.3%,NA,NA,NA,0,NA,22,49,0.449,1.5,301,8.0%,1.26,0.070,0,NA,NA,NA,NA,NA,NA,378,NA,NA,25.2,0.0,0.0,NA,NA,25.2,8.7,9.8%,8,16,27,2,0.9,1.1,51.2,13.0%,11.5
2025,10213,Tre Tucker,WR,24.8,LV,38,37,35,161.7,133.2,104.7,17,17,17,931,881,0,0.0%,0,0,0,0,0,0,0.00,51,0,0,0,0.00,0.00,57,405,4,27,5,92,291,696,12.2,7.6,11,1,1,747,0,0,51,4.64,94.6%,NA,NA,NA,1,NA,33,103,0.320,1.9,578,17.9%,1.20,0.047,0,NA,NA,NA,NA,NA,NA,747,NA,NA,43.9,0.0,3.0,NA,NA,40.9,10.3,29.1%,10,43,40,7,0.3,0.5,151.0,24.0%,23.0
2025,12476,Devin Neal,RB,22.3,NO,64,65,68,60,51.5,43,14,9,3,718,268,0,0.0%,0,0,0,0,0,0,0.00,206,0,0,0,0.00,0.00,17,-34,1,4,0,19,138,104,6.1,5.5,57,1,9,310,2,163,206,3.61,37.3%,14,2.87,0.246,11,0.532,15,76,0.197,1.7,124,3.2%,0.84,0.032,0,NA,NA,NA,NA,NA,NA,310,NA,NA,34.4,0.0,22.9,-4,5.26%,11.6,NA,NA,NA,NA,NA,NA,-1.2,-1.3,65.7,11.0%,12.2
2025,11603,AJ Barner,TE,23.6,SEA,14,14,14,147.3,121.3,95.3,17,17,17,1064,827,2,0.0%,0,0,0,0,0,0,0.00,14,0,0,0,0.00,0.00,52,248,2,20,6,68,271,519,10.0,7.6,10,0,8,533,1,0,14,1.4,77.7%,NA,0.00,NA,9,NA,35,78,0.449,2.1,341,14.1%,1.52,0.059,0,NA,NA,NA,NA,NA,NA,533,NA,NA,31.4,0.0,0.8,NA,NA,30.5,4.8,8.6%,13,9,21,4,1.2,1.7,123.8,35.0%,18.8
2025,5012,Mark Andrews,TE,30.2,BAL,16,16,18,131,107,83,17,17,11,963,600,1,0.0%,0,0,0,0,0,0,0.00,48,0,0,0,0.00,0.00,48,321,3,19,5,70,101,422,8.8,6.0,10,0,6,470,1,0,48,4.8,62.3%,NA,0.00,NA,7,NA,31,80,0.388,1.8,337,16.6%,1.25,0.056,0,NA,NA,NA,NA,NA,NA,470,NA,NA,27.6,0.0,2.8,NA,NA,24.8,7.8,16.2%,15,24,38,9,-1.7,-1.7,165.9,18.0%,19.8
2025,11637,Keon Coleman,WR,22.6,BUF,60,61,63,102.4,83.4,64.4,13,13,6,809,515,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,38,316,2,22,4,59,88,404,10.6,6.9,0,0,0,404,0,0,0,0,63.7%,NA,NA,NA,0,NA,26,59,0.441,2.0,311,11.9%,1.30,0.071,0,NA,NA,NA,NA,NA,NA,404,NA,NA,31.1,0.0,0.0,NA,NA,31.1,12.0,20.6%,9,27,28,7,-1.2,-1.2,120.4,15.0%,16.4
2025,11618,Jalen McMillan,WR,24.0,TB,138,139,142,29.9,23.9,17.9,17,4,2,267,138,0,0.0%,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,12,119,1,8,0,15,59,178,14.8,11.9,1,0,0,179,0,0,1,1,51.7%,NA,NA,NA,0,NA,8,16,0.500,2.0,83,2.7%,2.14,0.096,0,NA,NA,NA,NA,NA,NA,179,NA,NA,44.8,0.0,0.3,NA,NA,44.5,11.4,3.9%,1,6,5,0,2.5,2.5,19.7,25.0%,NA
2025,12487,Terrance Ferguson,TE,22.8,LAR,52,49,40,52.1,46.6,41.1,14,13,3,919,356,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,11,191,0,6,3,25,40,231,21.0,9.2,1,0,0,231,0,0,0,0,38.7%,NA,0.00,NA,0,NA,9,26,0.346,0.7,168,4.2%,1.38,0.036,0,NA,NA,NA,NA,NA,NA,231,NA,NA,17.8,0.0,0.0,NA,NA,17.8,17.6,8.3%,3,20,5,5,1.3,0.7,37.2,15.0%,11.9
2025,11655,Tyrone Tracy,RB,26.0,NYG,28,28,32,160.8,142.8,124.8,15,15,11,923,496,1,0.0%,0,0,0,0,0,0,0.00,740,0,0,0,0.00,0.00,36,-26,3,12,2,48,314,288,8.0,6.0,176,5,37,1028,2,513,740,4.2,53.7%,46,2.91,0.261,39,0.553,53,224,0.237,3.5,270,9.1%,1.07,0.044,0,NA,NA,NA,NA,NA,NA,1028,NA,NA,68.5,0.0,49.3,124,10.80%,19.2,NA,NA,NA,NA,NA,NA,0.0,-0.5,151.4,27.0%,23.5
2025,12509,Tre Harris,WR,23.8,LAC,90,94,95,69.4,54.4,39.4,17,17,10,1072,486,0,0.0%,0,0,0,0,0,0,0.00,10,0,0,0,0.00,0.00,30,185,1,17,1,43,139,324,10.8,7.5,2,0,0,334,0,0,10,5,45.3%,NA,NA,NA,0,NA,18,45,0.400,1.1,293,7.6%,1.11,0.058,0,NA,NA,NA,NA,NA,NA,334,NA,NA,19.6,0.0,0.6,NA,NA,19.1,9.2,9%,5,17,25,2,0.8,0.7,54.6,0.0%,8.7
2025,12533,Jacory Croskey-Merritt,RB,24.6,WAS,33,32,28,140.3,135.8,131.3,17,17,7,985,381,4,0.0%,0,0,0,0,0,0,0.00,805,0,0,0,0.00,0.00,9,-9,0,3,0,13,77,68,7.6,5.2,175,13,33,873,8,659,805,4.6,38.7%,47,3.77,0.269,41,0.645,44,188,0.234,2.6,139,2.8%,0.49,0.022,0,NA,NA,NA,NA,NA,NA,873,NA,NA,51.4,0.0,47.4,214,12.00%,4.0,NA,NA,NA,NA,NA,NA,-1.3,-0.6,146.3,24.0%,21.7
2025,11646,Jalen Coker,WR,24.1,CAR,69,68,70,90.4,73.9,57.4,17,11,3,648,439,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,33,292,0,19,3,43,102,394,11.9,9.2,0,0,0,394,0,0,0,0,67.7%,NA,NA,NA,0,NA,22,43,0.512,2.0,285,8.4%,1.38,0.067,0,NA,NA,NA,NA,NA,NA,394,NA,NA,35.8,0.0,0.0,NA,NA,35.8,9.6,12.2%,3,17,24,2,0.5,1.3,80.7,27.0%,16.0
2025,5022,Dallas Goedert,TE,30.9,PHI,7,4,2,185.1,155.1,125.1,15,15,15,928,787,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,60,357,4,23,11,82,234,591,9.9,7.2,0,0,0,591,0,0,0,0,84.8%,NA,NA,NA,0,NA,34,82,0.415,2.3,419,16.5%,1.41,0.055,0,NA,NA,NA,NA,NA,NA,591,NA,NA,39.4,0.0,0.0,NA,NA,39.4,7.1,13.9%,15,19,32,4,2.6,3.2,145.8,47.0%,23.6
2025,8408,Jordan Mason,RB,26.5,MIN,36,35,33,128.9,121.9,114.9,16,16,5,880,386,3,0.0%,0,0,0,0,0,0,0.00,758,0,0,0,0.00,0.00,14,-51,0,1,0,16,102,51,3.6,3.2,159,10,39,809,6,574,758,4.77,43.9%,50,3.61,0.314,45,0.676,46,175,0.263,2.9,160,3.3%,0.32,0.006,0,NA,NA,NA,NA,NA,NA,809,NA,NA,50.6,0.0,47.4,257,,3.2,NA,NA,NA,NA,NA,NA,-2.5,-2.6,155.5,13.0%,16.0
2025,1466,Travis Kelce,TE,36.2,KC,3,3,5,193.2,155.2,117.2,17,17,17,1049,851,1,0.0%,0,0,0,0,0,0,0.00,1,0,0,0,0.00,0.00,76,428,7,41,5,108,423,851,11.2,7.9,1,0,0,852,0,0,1,1,81.1%,NA,0.00,NA,0,NA,46,109,0.422,2.7,567,18.5%,1.50,0.072,0,NA,NA,NA,NA,NA,NA,852,NA,NA,50.1,0.0,0.1,NA,NA,50.1,6.3,16.6%,12,25,53,3,0.5,0.7,178.5,47.0%,21.7
2025,12521,Elijah Arroyo,TE,22.7,SEA,60,61,62,36.9,29.4,21.9,16,13,4,801,316,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,15,101,1,6,1,26,78,179,11.9,6.9,0,0,0,179,0,0,0,0,39.5%,NA,NA,NA,0,NA,7,26,0.269,0.5,154,5.4%,1.16,0.039,0,NA,NA,NA,NA,NA,NA,179,NA,NA,13.8,0.0,0.0,NA,NA,13.8,9.2,6.4%,5,11,9,1,-0.9,-1.2,47.1,0.0%,7.8
2025,7567,Kenneth Gainwell,RB,26.7,TB,16,20,24,222.3,185.8,149.3,17,17,2,956,467,2,0.0%,0,0,0,0,0,0,0.00,537,0,0,0,0.00,0.00,73,-42,2,20,3,85,528,486,6.7,5.7,114,14,29,1023,5,406,537,4.71,48.8%,34,3.56,0.298,34,0.654,57,199,0.286,3.4,313,15.5%,1.55,0.064,0,NA,NA,NA,NA,NA,NA,1023,NA,NA,60.2,0.0,31.6,181,13.16%,28.6,NA,NA,NA,NA,NA,NA,2.4,3.1,165.8,41.0%,28.2
2025,8111,Cade Otton,TE,26.6,TB,22,25,28,122.2,92.7,63.2,16,16,16,1065,993,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,59,261,1,24,1,81,311,572,9.7,7.1,0,0,0,572,0,0,0,0,93.2%,NA,NA,NA,0,NA,25,81,0.309,1.6,510,14.5%,1.12,0.047,0,NA,NA,NA,NA,NA,NA,572,NA,NA,35.8,0.0,0.0,NA,NA,35.8,4.8,9%,6,11,40,1,0.1,-0.3,114.0,25.0%,17.7
2025,3214,Hunter Henry,TE,31.0,NE,9,7,4,178.8,148.8,118.8,17,17,17,1035,835,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,60,433,3,35,7,87,335,768,12.8,8.8,0,0,0,768,0,0,0,0,80.7%,NA,NA,NA,0,NA,42,87,0.483,2.5,471,17.3%,1.63,0.074,0,NA,NA,NA,NA,NA,NA,768,NA,NA,45.2,0.0,0.0,NA,NA,45.2,8.0,15.8%,22,31,34,7,-0.1,0.1,155.9,35.0%,23.0
2025,4033,David Njoku,TE,29.4,FA,34,32,31,86.3,69.8,53.3,12,12,11,799,514,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,33,133,1,7,4,48,160,293,8.9,6.1,0,0,0,293,0,0,0,0,64.3%,NA,NA,NA,0,NA,11,48,0.229,0.9,264,8.6%,1.11,0.027,0,NA,NA,NA,NA,NA,NA,293,NA,NA,24.4,0.0,0.0,NA,NA,24.4,5.0,7%,9,9,23,3,-1.6,-1.6,115.4,17.0%,14.2
2025,7611,Rhamondre Stevenson,RB,27.8,NE,25,25,25,178.8,162.8,146.8,14,14,13,839,505,3,0.0%,0,0,0,0,0,0,0.00,603,0,0,0,0.00,0.00,32,82,0,9,2,37,263,345,10.8,9.3,130,12,22,948,7,468,603,4.64,60.2%,33,3.60,0.254,29,0.614,40,167,0.240,2.9,261,7.4%,1.32,0.034,0,NA,NA,NA,NA,NA,NA,948,NA,NA,67.7,0.0,43.1,229,11.54%,24.6,NA,NA,NA,NA,NA,NA,4.2,4.1,119.1,43.0%,27.9
2025,11626,Xavier Legette,WR,24.8,CAR,71,71,77,89.3,71.8,54.3,15,15,12,934,642,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,35,288,2,15,3,64,75,363,10.4,5.7,1,0,0,363,0,0,0,0,68.7%,NA,NA,NA,0,NA,18,65,0.277,1.2,396,12.4%,0.92,0.038,0,NA,NA,NA,NA,NA,NA,363,NA,NA,24.2,0.0,0.0,NA,NA,24.2,10.8,20.3%,12,36,28,9,-1.0,-2.6,101.6,13.0%,17.9
2025,8136,Rachaad White,RB,26.9,WAS,32,34,40,143,123,103,17,17,8,1134,574,0,0.0%,0,0,0,0,0,0,0.00,572,0,0,0,0.00,0.00,40,-111,0,10,0,45,329,218,5.5,4.8,132,9,33,790,4,425,572,4.33,50.6%,38,3.22,0.288,37,0.610,47,177,0.266,2.8,310,8.1%,0.70,0.032,0,NA,NA,NA,NA,NA,NA,790,NA,NA,46.5,0.0,33.6,79,9.85%,12.8,NA,NA,NA,NA,NA,NA,-1.5,-1.0,153.6,18.0%,18.4
2025,9225,Tank Bigsby,RB,24.3,PHI,68,63,60,53.8,52.3,50.8,17,12,1,991,101,0,0.0%,0,0,0,0,0,0,0.00,356,0,0,0,0.00,0.00,3,-7,0,1,0,4,39,32,10.7,8.0,63,9,16,388,2,269,356,5.65,10.2%,19,4.26,0.302,18,0.728,19,67,0.284,1.7,45,0.8%,0.71,0.022,0,NA,NA,NA,NA,NA,NA,388,NA,NA,35.3,0.0,32.4,136,20.63%,2.9,NA,NA,NA,NA,NA,NA,1.4,1.4,34.1,9.0%,12.6
2025,3257,Jacoby Brissett,QB,33.0,ARI,16,16,16,235.44,235.44,235.44,17,12,12,1077,757,5,64.9%,1809,485,315,142,170,8,94.06,3534,43,23,3366,6.94,10.69,0,0,0,0,0,0,0,0,0.0,0.0,38,2,15,168,1,0,168,4.42,70.3%,NA,NA,NA,16,NA,181,523,0.346,15.1,NA,NA,NA,NA,165,34.0%,2.94,8.2%,41.8%,7.70,550,3534,3.4%,-0.04,294.5,280.5,14.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.0,0.0,191.6,92%,23.5
2025,12510,Jalen Milroe,QB,23.0,SEA,327,327,327,-1.6,-1.6,-1.6,4,3,0,284,3,1,0.0%,0,0,0,0,0,0,0.00,4,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,4,0,0,4,1.33,1.1%,NA,NA,NA,0,NA,0,3,0.000,NA,NA,NA,NA,NA,0,NA,#N/A,#N/A,#N/A,#N/A,#N/A,4,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA
2025,5967,Tony Pollard,RB,28.6,TEN,23,24,23,185.8,169.3,152.8,17,17,17,1002,623,4,0.0%,0,0,0,0,0,0,0.00,1082,0,0,0,0.00,0.00,33,4,2,11,0,41,202,206,6.2,5.0,242,16,43,1288,5,838,1082,4.47,62.2%,69,3.46,0.285,48,0.631,59,283,0.208,3.5,289,7.2%,0.71,0.038,0,NA,NA,NA,NA,NA,NA,1288,NA,NA,75.8,0.0,63.6,226,11.16%,12.1,NA,NA,NA,NA,NA,NA,0.2,0.1,172.0,29.0%,20.4
2025,9486,Dontayvion Wicks,WR,24.5,GB,83,83,83,75.8,60.8,45.8,14,14,7,871,408,0,0.0%,0,0,0,0,0,0,0.00,6,0,0,0,0.00,0.00,30,265,2,19,2,46,67,332,11.1,7.2,1,0,0,338,0,0,6,6,46.8%,NA,NA,NA,0,NA,21,47,0.447,1.5,231,9.4%,1.44,0.082,0,NA,NA,NA,NA,NA,NA,338,NA,NA,24.1,0.0,0.4,NA,NA,23.7,11.3,12.9%,4,22,25,2,0.4,0.5,68.5,7.0%,14.7
2025,12455,Brashard Smith,RB,22.7,KC,62,67,70,63.3,50.8,38.3,17,17,1,1049,157,1,0.0%,0,0,0,0,0,0,0.00,151,0,0,0,0.00,0.00,25,-60,1,6,1,35,232,172,6.9,4.9,44,0,5,323,0,102,151,3.43,15.0%,24,2.33,0.545,5,0.778,12,79,0.152,0.7,106,6.0%,1.62,0.057,0,NA,NA,NA,NA,NA,NA,323,NA,NA,19.0,0.0,8.9,12,4.55%,10.1,NA,NA,NA,NA,NA,NA,-0.1,-0.8,59.4,6.0%,10.1
2025,9494,Marvin Mims,WR,23.7,DEN,66,67,72,93,74.5,56,15,15,4,1020,360,2,0.0%,0,0,0,0,0,0,0.00,78,0,0,0,0.00,0.00,37,91,1,13,1,51,231,322,8.7,6.3,12,1,2,400,1,0,78,6.5,35.3%,NA,NA,NA,3,NA,17,63,0.270,1.1,270,8.3%,1.19,0.048,0,NA,NA,NA,NA,NA,NA,400,NA,NA,26.7,0.0,5.2,NA,NA,21.5,9.0,10.4%,3,16,25,2,-0.9,-1.5,98.6,13.0%,15.6
2025,9511,Keaton Mitchell,RB,23.9,LAC,66,66,64,55.4,50.9,46.4,13,13,0,745,125,1,0.0%,0,0,0,0,0,0,0.00,341,0,0,0,0.00,0.00,9,-22,1,2,0,12,85,63,7.0,5.3,59,2,15,404,1,228,341,5.78,16.8%,13,3.87,0.220,16,0.607,18,71,0.254,1.4,49,2.8%,1.29,0.041,0,NA,NA,NA,NA,NA,NA,404,NA,NA,31.1,0.0,26.2,95,16.95%,4.8,NA,NA,NA,NA,NA,NA,0.3,0.3,51.0,0.0%,8.7
2025,4035,Alvin Kamara,RB,30.4,NO,46,50,53,100.7,84.2,67.7,11,11,11,725,457,2,0.0%,0,0,0,0,0,0,0.00,471,0,0,0,0.00,0.00,33,-16,2,7,0,39,202,186,5.6,4.8,131,7,20,657,1,394,471,3.6,63.0%,32,3.00,0.244,21,0.545,28,170,0.165,2.5,231,6.6%,0.81,0.030,0,NA,NA,NA,NA,NA,NA,657,NA,NA,59.7,0.0,42.8,-29,7.63%,16.9,NA,NA,NA,NA,NA,NA,-4.4,-4.2,146.0,36.0%,14.7
2025,4199,Aaron Jones,RB,31.0,MIN,41,43,44,118.7,104.7,90.7,16,12,12,664,366,2,0.0%,0,0,0,0,0,0,0.00,548,0,0,0,0.00,0.00,28,-28,2,8,1,41,227,199,7.1,4.9,132,5,26,747,2,370,548,4.15,55.1%,26,2.80,0.197,28,0.477,37,173,0.214,3.1,183,8.5%,1.09,0.044,0,NA,NA,NA,NA,NA,NA,747,NA,NA,62.3,0.0,45.7,84,9.09%,16.6,NA,NA,NA,NA,NA,NA,-1.4,-1.4,137.1,25.0%,15.6
2025,8205,Isiah Pacheco,RB,26.8,DET,56,55,52,87.3,77.8,68.3,13,13,12,823,424,0,0.0%,0,0,0,0,0,0,0.00,462,0,0,0,0.00,0.00,19,-20,3,3,1,26,121,101,5.3,3.9,118,2,26,563,1,355,462,3.92,51.5%,22,3.00,0.186,27,0.487,31,144,0.215,2.4,243,4.5%,0.42,0.012,0,NA,NA,NA,NA,NA,NA,563,NA,NA,43.3,0.0,35.5,14,8.47%,7.8,NA,NA,NA,NA,NA,NA,-1.6,-2.1,100.5,23.0%,12.9
2025,7002,Juwan Johnson,TE,29.2,NO,8,10,12,179.9,141.4,102.9,17,17,10,1056,799,2,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,77,527,6,38,3,102,362,889,11.6,8.7,0,0,0,889,0,0,0,0,75.7%,NA,NA,NA,0,NA,41,102,0.402,2.4,521,17.3%,1.71,0.073,0,NA,NA,NA,NA,NA,NA,889,NA,NA,52.3,0.0,0.0,NA,NA,52.3,7.3,16.1%,8,32,54,2,0.6,0.3,163.4,47.0%,17.3
2025,8154,Brian Robinson,RB,26.7,ATL,63,61,58,62.5,58.5,54.5,17,17,0,1123,190,0,0.0%,0,0,0,0,0,0,0.00,400,0,0,0,0.00,0.00,8,-10,0,1,0,12,35,25,3.1,2.1,92,10,18,425,2,323,400,4.35,16.9%,21,3.51,0.228,20,0.579,21,104,0.202,1.2,65,2.1%,0.38,0.015,0,NA,NA,NA,NA,NA,NA,425,NA,NA,25.0,0.0,23.5,39,10.87%,1.5,NA,NA,NA,NA,NA,NA,-0.2,-0.2,61.7,0.0%,9.4
2025,9502,Tank Dell,WR,26.1,HOU,1122,1121,1120,0,0,0,17,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA
2025,9501,Demario Douglas,WR,25.0,NE,65,64,61,95.8,80.3,64.8,17,17,0,1035,273,0,0.0%,0,0,0,0,0,0,0.00,21,0,0,0,0.00,0.00,31,233,2,14,3,46,214,447,14.4,9.7,7,0,2,468,0,0,21,3,26.4%,NA,NA,NA,2,NA,19,53,0.358,1.1,222,9.2%,2.01,0.063,0,NA,NA,NA,NA,NA,NA,468,NA,NA,27.5,0.0,1.2,NA,NA,26.3,9.9,10.4%,7,20,14,3,0.3,0.3,86.0,12.0%,14.8
2025,11435,Emanuel Wilson,RB,26.6,SEA,49,49,47,94.5,87,79.5,17,17,2,1000,298,1,0.0%,0,0,0,0,0,0,0.00,496,0,0,0,0.00,0.00,15,-34,1,5,0,17,133,99,6.6,5.8,125,6,29,595,3,397,496,3.97,29.8%,28,3.17,0.224,32,0.541,37,142,0.261,2.2,126,3.5%,0.79,0.040,0,NA,NA,NA,NA,NA,NA,595,NA,NA,35.0,0.0,29.2,35,9.60%,5.8,NA,NA,NA,NA,NA,NA,-0.7,-0.7,81.9,12.0%,17.4
2025,11583,Jonathon Brooks,RB,22.4,CAR,604,604,604,0,0,0,17,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,NA,#N/A,NA,#VALUE!,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,#N/A,#N/A,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,NA,NA
